order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_amount
ITM-0016141,ORD-2022-009961,PROD-0002,3,68.46,102.69,102.69
ITM-0016142,ORD-2023-009962,PROD-0082,1,99.37,9.94,89.43
ITM-0016143,ORD-2024-009963,PROD-0009,1,84.16,0.0,84.16
ITM-0016144,ORD-2024-009963,PROD-0017,1,423.09,0.0,423.09
ITM-0016145,ORD-2024-009963,PROD-0005,2,111.27,44.51,178.03
ITM-0016146,ORD-2024-009963,PROD-0061,1,45.82,22.91,22.91
ITM-0016147,ORD-2024-009963,PROD-0037,1,126.82,19.02,107.8
ITM-0016148,ORD-2023-009964,PROD-0093,1,207.01,0.0,207.01
ITM-0016149,ORD-2024-009965,PROD-0048,1,52.23,0.0,52.23
ITM-0016150,ORD-2024-009965,PROD-0023,1,72.17,0.0,72.17
ITM-0016151,ORD-2023-009966,PROD-0046,1,97.39,0.0,97.39
ITM-0016152,ORD-2023-009966,PROD-0045,1,110.65,0.0,110.65
ITM-0016153,ORD-2024-009967,PROD-0089,1,463.28,0.0,463.28
ITM-0016154,ORD-2024-009968,PROD-0047,1,131.14,13.11,118.03
ITM-0016155,ORD-2022-009969,PROD-0006,1,291.85,0.0,291.85
ITM-0016156,ORD-2022-009970,PROD-0042,1,227.01,0.0,227.01
ITM-0016157,ORD-2022-009971,PROD-0082,1,99.37,0.0,99.37
ITM-0016158,ORD-2022-009971,PROD-0002,1,68.46,0.0,68.46
ITM-0016159,ORD-2022-009972,PROD-0002,1,68.46,0.0,68.46
ITM-0016160,ORD-2024-009973,PROD-0052,1,552.66,0.0,552.66
ITM-0016161,ORD-2023-009974,PROD-0020,1,74.18,0.0,74.18
ITM-0016162,ORD-2023-009974,PROD-0112,1,147.39,0.0,147.39
ITM-0016163,ORD-2022-009975,PROD-0051,1,91.76,0.0,91.76
ITM-0016164,ORD-2023-009976,PROD-0091,1,104.78,15.72,89.06
ITM-0016165,ORD-2024-009977,PROD-0033,1,131.78,13.18,118.6
ITM-0016166,ORD-2024-009977,PROD-0022,4,1105.33,0.0,4421.32
ITM-0016167,ORD-2024-009978,PROD-0120,1,767.77,76.78,690.99
ITM-0016168,ORD-2024-009978,PROD-0105,1,48.71,0.0,48.71
ITM-0016169,ORD-2022-009979,PROD-0112,1,147.39,0.0,147.39
ITM-0016170,ORD-2023-009980,PROD-0034,3,141.01,0.0,423.03
ITM-0016171,ORD-2023-009981,PROD-0037,1,126.82,12.68,114.14
ITM-0016172,ORD-2023-009981,PROD-0061,1,45.82,4.58,41.24
ITM-0016173,ORD-2024-009982,PROD-0085,1,74.58,0.0,74.58
ITM-0016174,ORD-2024-009982,PROD-0120,1,767.77,383.88,383.89
ITM-0016175,ORD-2022-009983,PROD-0066,1,345.79,0.0,345.79
ITM-0016176,ORD-2022-009984,PROD-0040,1,141.98,0.0,141.98
ITM-0016177,ORD-2022-009985,PROD-0042,1,227.01,0.0,227.01
ITM-0016178,ORD-2024-009986,PROD-0013,1,323.93,0.0,323.93
ITM-0016179,ORD-2024-009987,PROD-0071,1,600.46,0.0,600.46
ITM-0016180,ORD-2024-009987,PROD-0039,1,214.73,0.0,214.73
ITM-0016181,ORD-2024-009987,PROD-0013,5,323.93,809.83,809.82
ITM-0016182,ORD-2024-009987,PROD-0010,2,31.53,0.0,63.06
ITM-0016183,ORD-2024-009987,PROD-0023,1,72.17,0.0,72.17
ITM-0016184,ORD-2023-009988,PROD-0030,1,43.3,4.33,38.97
ITM-0016185,ORD-2023-009989,PROD-0084,1,95.59,19.12,76.47
ITM-0016186,ORD-2023-009989,PROD-0010,1,31.53,3.15,28.38
ITM-0016187,ORD-2023-009990,PROD-0018,1,318.69,0.0,318.69
ITM-0016188,ORD-2023-009990,PROD-0027,2,373.15,0.0,746.3
ITM-0016189,ORD-2022-009991,PROD-0050,1,112.72,0.0,112.72
ITM-0016190,ORD-2022-009991,PROD-0034,2,141.01,0.0,282.02
ITM-0016191,ORD-2023-009992,PROD-0030,1,43.3,0.0,43.3
ITM-0016192,ORD-2022-009993,PROD-0051,1,91.76,0.0,91.76
ITM-0016193,ORD-2022-009993,PROD-0009,4,84.16,168.32,168.32
ITM-0016194,ORD-2022-009994,PROD-0058,2,130.71,26.14,235.28
ITM-0016195,ORD-2024-009995,PROD-0101,1,291.08,0.0,291.08
ITM-0016196,ORD-2023-009996,PROD-0025,2,123.97,0.0,247.94
ITM-0016197,ORD-2023-009997,PROD-0038,1,740.39,0.0,740.39
ITM-0016198,ORD-2023-009998,PROD-0008,1,33.25,0.0,33.25
ITM-0016199,ORD-2024-009999,PROD-0051,3,91.76,0.0,275.28
ITM-0016200,ORD-2024-010000,PROD-0103,1,70.16,0.0,70.16
ITM-0016201,ORD-2024-010000,PROD-0076,1,544.84,0.0,544.84
ITM-0016202,ORD-2024-010000,PROD-0094,2,144.66,28.93,260.39
ITM-0016203,ORD-2022-010001,PROD-0002,2,68.46,0.0,136.92
ITM-0016204,ORD-2022-010001,PROD-0025,5,123.97,0.0,619.85
ITM-0016205,ORD-2022-010001,PROD-0042,1,227.01,0.0,227.01
ITM-0016206,ORD-2022-010001,PROD-0054,2,198.57,0.0,397.14
ITM-0016207,ORD-2022-010001,PROD-0050,3,112.72,0.0,338.16
ITM-0016208,ORD-2024-010002,PROD-0035,1,472.52,0.0,472.52
ITM-0016209,ORD-2024-010002,PROD-0075,2,948.36,0.0,1896.72
ITM-0016210,ORD-2024-010002,PROD-0104,1,36.2,3.62,32.58
ITM-0016211,ORD-2024-010003,PROD-0064,1,157.3,0.0,157.3
ITM-0016212,ORD-2022-010004,PROD-0094,1,144.66,0.0,144.66
ITM-0016213,ORD-2022-010004,PROD-0053,2,136.39,0.0,272.78
ITM-0016214,ORD-2022-010004,PROD-0104,1,36.2,0.0,36.2
ITM-0016215,ORD-2022-010004,PROD-0051,1,91.76,0.0,91.76
ITM-0016216,ORD-2022-010004,PROD-0105,1,48.71,0.0,48.71
ITM-0016217,ORD-2024-010005,PROD-0072,1,109.03,21.81,87.22
ITM-0016218,ORD-2024-010005,PROD-0053,1,136.39,13.64,122.75
ITM-0016219,ORD-2024-010006,PROD-0035,1,472.52,47.25,425.27
ITM-0016220,ORD-2024-010006,PROD-0020,1,74.18,14.84,59.34
ITM-0016221,ORD-2024-010006,PROD-0030,1,43.3,6.49,36.81
ITM-0016222,ORD-2023-010007,PROD-0022,1,1105.33,0.0,1105.33
ITM-0016223,ORD-2023-010008,PROD-0072,1,109.03,0.0,109.03
ITM-0016224,ORD-2022-010009,PROD-0066,1,345.79,51.87,293.92
ITM-0016225,ORD-2023-010010,PROD-0071,1,600.46,60.05,540.41
ITM-0016226,ORD-2024-010011,PROD-0119,4,25.67,0.0,102.68
ITM-0016227,ORD-2024-010012,PROD-0005,1,111.27,0.0,111.27
ITM-0016228,ORD-2023-010013,PROD-0098,1,78.86,39.43,39.43
ITM-0016229,ORD-2024-010014,PROD-0046,1,97.39,9.74,87.65
ITM-0016230,ORD-2022-010015,PROD-0039,1,214.73,0.0,214.73
ITM-0016231,ORD-2024-010016,PROD-0033,1,131.78,0.0,131.78
ITM-0016232,ORD-2023-010017,PROD-0076,3,544.84,0.0,1634.52
ITM-0016233,ORD-2023-010017,PROD-0039,5,214.73,0.0,1073.65
ITM-0016234,ORD-2023-010017,PROD-0119,1,25.67,12.84,12.83
ITM-0016235,ORD-2023-010017,PROD-0050,1,112.72,0.0,112.72
ITM-0016236,ORD-2024-010018,PROD-0075,1,948.36,0.0,948.36
ITM-0016237,ORD-2022-010019,PROD-0046,1,97.39,0.0,97.39
ITM-0016238,ORD-2024-010020,PROD-0116,1,101.98,0.0,101.98
ITM-0016239,ORD-2024-010020,PROD-0048,1,52.23,0.0,52.23
ITM-0016240,ORD-2023-010021,PROD-0076,1,544.84,0.0,544.84
ITM-0016241,ORD-2024-010022,PROD-0023,1,72.17,0.0,72.17
ITM-0016242,ORD-2024-010023,PROD-0061,1,45.82,9.16,36.66
ITM-0016243,ORD-2023-010024,PROD-0002,5,68.46,171.15,171.15
ITM-0016244,ORD-2024-010025,PROD-0033,1,131.78,13.18,118.6
ITM-0016245,ORD-2024-010025,PROD-0051,1,91.76,45.88,45.88
ITM-0016246,ORD-2022-010026,PROD-0041,5,991.75,743.81,4214.94
ITM-0016247,ORD-2024-010027,PROD-0105,1,48.71,0.0,48.71
ITM-0016248,ORD-2023-010028,PROD-0046,1,97.39,0.0,97.39
ITM-0016249,ORD-2023-010028,PROD-0034,1,141.01,0.0,141.01
ITM-0016250,ORD-2022-010029,PROD-0053,1,136.39,0.0,136.39
ITM-0016251,ORD-2022-010029,PROD-0075,1,948.36,0.0,948.36
ITM-0016252,ORD-2022-010030,PROD-0024,3,615.71,0.0,1847.13
ITM-0016253,ORD-2024-010031,PROD-0076,1,544.84,54.48,490.36
ITM-0016254,ORD-2022-010032,PROD-0082,1,99.37,0.0,99.37
ITM-0016255,ORD-2024-010033,PROD-0067,1,396.93,59.54,337.39
ITM-0016256,ORD-2024-010033,PROD-0091,1,104.78,0.0,104.78
ITM-0016257,ORD-2023-010034,PROD-0069,1,139.6,0.0,139.6
ITM-0016258,ORD-2022-010035,PROD-0091,1,104.78,52.39,52.39
ITM-0016259,ORD-2022-010035,PROD-0022,1,1105.33,0.0,1105.33
ITM-0016260,ORD-2023-010036,PROD-0056,1,327.37,0.0,327.37
ITM-0016261,ORD-2023-010036,PROD-0058,1,130.71,0.0,130.71
ITM-0016262,ORD-2024-010037,PROD-0036,1,69.89,34.95,34.94
ITM-0016263,ORD-2024-010037,PROD-0075,3,948.36,0.0,2845.08
ITM-0016264,ORD-2024-010038,PROD-0067,1,396.93,0.0,396.93
ITM-0016265,ORD-2024-010038,PROD-0022,1,1105.33,0.0,1105.33
ITM-0016266,ORD-2023-010039,PROD-0009,1,84.16,0.0,84.16
ITM-0016267,ORD-2024-010040,PROD-0078,1,379.23,0.0,379.23
ITM-0016268,ORD-2024-010041,PROD-0058,1,130.71,0.0,130.71
ITM-0016269,ORD-2022-010042,PROD-0078,1,379.23,0.0,379.23
ITM-0016270,ORD-2022-010043,PROD-0025,1,123.97,0.0,123.97
ITM-0016271,ORD-2022-010043,PROD-0078,1,379.23,0.0,379.23
ITM-0016272,ORD-2022-010043,PROD-0104,1,36.2,0.0,36.2
ITM-0016273,ORD-2022-010043,PROD-0076,1,544.84,0.0,544.84
ITM-0016274,ORD-2022-010043,PROD-0035,1,472.52,0.0,472.52
ITM-0016275,ORD-2022-010044,PROD-0079,1,1257.72,125.77,1131.95
ITM-0016276,ORD-2022-010044,PROD-0030,1,43.3,0.0,43.3
ITM-0016277,ORD-2022-010045,PROD-0004,5,976.94,0.0,4884.7
ITM-0016278,ORD-2022-010046,PROD-0036,1,69.89,10.48,59.41
ITM-0016279,ORD-2024-010047,PROD-0089,5,463.28,0.0,2316.4
ITM-0016280,ORD-2024-010047,PROD-0078,2,379.23,75.85,682.61
ITM-0016281,ORD-2022-010048,PROD-0047,1,131.14,0.0,131.14
ITM-0016282,ORD-2023-010049,PROD-0078,1,379.23,56.88,322.35
ITM-0016283,ORD-2023-010049,PROD-0037,1,126.82,19.02,107.8
ITM-0016284,ORD-2023-010050,PROD-0047,1,131.14,0.0,131.14
ITM-0016285,ORD-2023-010050,PROD-0022,3,1105.33,0.0,3315.99
ITM-0016286,ORD-2022-010051,PROD-0029,1,964.33,96.43,867.9
ITM-0016287,ORD-2022-010051,PROD-0082,1,99.37,0.0,99.37
ITM-0016288,ORD-2024-010052,PROD-0039,1,214.73,0.0,214.73
ITM-0016289,ORD-2024-010053,PROD-0022,1,1105.33,0.0,1105.33
ITM-0016290,ORD-2022-010054,PROD-0002,1,68.46,0.0,68.46
ITM-0016291,ORD-2024-010055,PROD-0015,1,141.36,0.0,141.36
ITM-0016292,ORD-2022-010056,PROD-0088,4,57.65,0.0,230.6
ITM-0016293,ORD-2023-010057,PROD-0025,1,123.97,0.0,123.97
ITM-0016294,ORD-2023-010057,PROD-0036,1,69.89,0.0,69.89
ITM-0016295,ORD-2023-010058,PROD-0042,2,227.01,0.0,454.02
ITM-0016296,ORD-2023-010058,PROD-0083,1,326.37,48.96,277.41
ITM-0016297,ORD-2022-010059,PROD-0115,1,449.64,0.0,449.64
ITM-0016298,ORD-2022-010060,PROD-0010,1,31.53,0.0,31.53
ITM-0016299,ORD-2023-010061,PROD-0040,5,141.98,0.0,709.9
ITM-0016300,ORD-2023-010061,PROD-0098,1,78.86,11.83,67.03
ITM-0016301,ORD-2023-010062,PROD-0034,1,141.01,0.0,141.01
ITM-0016302,ORD-2023-010062,PROD-0104,1,36.2,0.0,36.2
ITM-0016303,ORD-2023-010062,PROD-0051,1,91.76,13.76,78.0
ITM-0016304,ORD-2023-010063,PROD-0024,1,615.71,123.14,492.57
ITM-0016305,ORD-2024-010064,PROD-0030,1,43.3,0.0,43.3
ITM-0016306,ORD-2024-010064,PROD-0072,1,109.03,0.0,109.03
ITM-0016307,ORD-2024-010064,PROD-0025,1,123.97,61.98,61.99
ITM-0016308,ORD-2024-010064,PROD-0108,1,190.86,0.0,190.86
ITM-0016309,ORD-2024-010064,PROD-0116,1,101.98,0.0,101.98
ITM-0016310,ORD-2023-010065,PROD-0110,1,79.62,0.0,79.62
ITM-0016311,ORD-2024-010066,PROD-0091,1,104.78,0.0,104.78
ITM-0016312,ORD-2022-010067,PROD-0051,1,91.76,0.0,91.76
ITM-0016313,ORD-2022-010067,PROD-0014,1,658.84,0.0,658.84
ITM-0016314,ORD-2022-010067,PROD-0103,1,70.16,0.0,70.16
ITM-0016315,ORD-2022-010067,PROD-0088,1,57.65,0.0,57.65
ITM-0016316,ORD-2022-010068,PROD-0029,1,964.33,0.0,964.33
ITM-0016317,ORD-2022-010068,PROD-0104,1,36.2,0.0,36.2
ITM-0016318,ORD-2024-010069,PROD-0008,1,33.25,0.0,33.25
ITM-0016319,ORD-2024-010069,PROD-0104,1,36.2,0.0,36.2
ITM-0016320,ORD-2022-010070,PROD-0082,1,99.37,0.0,99.37
ITM-0016321,ORD-2022-010071,PROD-0072,1,109.03,0.0,109.03
ITM-0016322,ORD-2022-010072,PROD-0035,1,472.52,47.25,425.27
ITM-0016323,ORD-2024-010073,PROD-0042,1,227.01,0.0,227.01
ITM-0016324,ORD-2022-010074,PROD-0025,1,123.97,0.0,123.97
ITM-0016325,ORD-2022-010074,PROD-0052,1,552.66,0.0,552.66
ITM-0016326,ORD-2022-010074,PROD-0040,1,141.98,0.0,141.98
ITM-0016327,ORD-2024-010075,PROD-0105,1,48.71,0.0,48.71
ITM-0016328,ORD-2022-010076,PROD-0047,1,131.14,0.0,131.14
ITM-0016329,ORD-2023-010077,PROD-0004,1,976.94,0.0,976.94
ITM-0016330,ORD-2023-010077,PROD-0030,1,43.3,8.66,34.64
ITM-0016331,ORD-2022-010078,PROD-0028,2,274.65,0.0,549.3
ITM-0016332,ORD-2022-010079,PROD-0009,2,84.16,0.0,168.32
ITM-0016333,ORD-2022-010079,PROD-0079,1,1257.72,0.0,1257.72
ITM-0016334,ORD-2022-010079,PROD-0078,1,379.23,0.0,379.23
ITM-0016335,ORD-2024-010080,PROD-0104,1,36.2,0.0,36.2
ITM-0016336,ORD-2024-010080,PROD-0094,1,144.66,14.47,130.19
ITM-0016337,ORD-2023-010081,PROD-0009,3,84.16,37.87,214.61
ITM-0016338,ORD-2023-010081,PROD-0119,1,25.67,0.0,25.67
ITM-0016339,ORD-2022-010082,PROD-0007,1,270.71,40.61,230.1
ITM-0016340,ORD-2022-010082,PROD-0034,1,141.01,0.0,141.01
ITM-0016341,ORD-2022-010082,PROD-0021,1,59.09,0.0,59.09
ITM-0016342,ORD-2022-010082,PROD-0079,1,1257.72,0.0,1257.72
ITM-0016343,ORD-2022-010083,PROD-0036,1,69.89,0.0,69.89
ITM-0016344,ORD-2022-010084,PROD-0090,2,152.99,0.0,305.98
ITM-0016345,ORD-2023-010085,PROD-0076,1,544.84,54.48,490.36
ITM-0016346,ORD-2022-010086,PROD-0029,5,964.33,0.0,4821.65
ITM-0016347,ORD-2022-010087,PROD-0072,1,109.03,0.0,109.03
ITM-0016348,ORD-2022-010087,PROD-0005,1,111.27,0.0,111.27
ITM-0016349,ORD-2022-010087,PROD-0089,4,463.28,0.0,1853.12
ITM-0016350,ORD-2022-010087,PROD-0004,1,976.94,146.54,830.4
ITM-0016351,ORD-2023-010088,PROD-0066,1,345.79,0.0,345.79
ITM-0016352,ORD-2022-010089,PROD-0007,1,270.71,0.0,270.71
ITM-0016353,ORD-2024-010090,PROD-0106,1,109.83,0.0,109.83
ITM-0016354,ORD-2022-010091,PROD-0017,1,423.09,0.0,423.09
ITM-0016355,ORD-2024-010092,PROD-0101,1,291.08,0.0,291.08
ITM-0016356,ORD-2024-010092,PROD-0078,1,379.23,0.0,379.23
ITM-0016357,ORD-2022-010093,PROD-0005,1,111.27,0.0,111.27
ITM-0016358,ORD-2023-010094,PROD-0002,1,68.46,0.0,68.46
ITM-0016359,ORD-2022-010095,PROD-0025,1,123.97,0.0,123.97
ITM-0016360,ORD-2022-010095,PROD-0067,1,396.93,0.0,396.93
ITM-0016361,ORD-2022-010095,PROD-0076,1,544.84,0.0,544.84
ITM-0016362,ORD-2022-010096,PROD-0033,1,131.78,0.0,131.78
ITM-0016363,ORD-2022-010096,PROD-0042,1,227.01,0.0,227.01
ITM-0016364,ORD-2022-010096,PROD-0040,1,141.98,0.0,141.98
ITM-0016365,ORD-2022-010096,PROD-0104,2,36.2,14.48,57.92
ITM-0016366,ORD-2023-010097,PROD-0020,3,74.18,0.0,222.54
ITM-0016367,ORD-2022-010098,PROD-0088,4,57.65,0.0,230.6
ITM-0016368,ORD-2022-010099,PROD-0034,1,141.01,0.0,141.01
ITM-0016369,ORD-2022-010099,PROD-0076,1,544.84,0.0,544.84
ITM-0016370,ORD-2022-010100,PROD-0082,3,99.37,0.0,298.11
ITM-0016371,ORD-2022-010101,PROD-0067,1,396.93,0.0,396.93
ITM-0016372,ORD-2024-010102,PROD-0052,2,552.66,165.8,939.52
ITM-0016373,ORD-2024-010103,PROD-0002,1,68.46,6.85,61.61
ITM-0016374,ORD-2024-010104,PROD-0025,1,123.97,0.0,123.97
ITM-0016375,ORD-2022-010105,PROD-0018,1,318.69,159.34,159.35
ITM-0016376,ORD-2022-010105,PROD-0072,1,109.03,0.0,109.03
ITM-0016377,ORD-2022-010105,PROD-0061,1,45.82,0.0,45.82
ITM-0016378,ORD-2022-010106,PROD-0076,1,544.84,0.0,544.84
ITM-0016379,ORD-2023-010107,PROD-0081,1,681.24,0.0,681.24
ITM-0016380,ORD-2022-010108,PROD-0040,3,141.98,0.0,425.94
ITM-0016381,ORD-2022-010108,PROD-0008,1,33.25,16.62,16.63
ITM-0016382,ORD-2023-010109,PROD-0076,1,544.84,0.0,544.84
ITM-0016383,ORD-2023-010110,PROD-0119,1,25.67,0.0,25.67
ITM-0016384,ORD-2023-010110,PROD-0100,1,1776.0,0.0,1776.0
ITM-0016385,ORD-2024-010111,PROD-0051,3,91.76,0.0,275.28
ITM-0016386,ORD-2024-010111,PROD-0030,1,43.3,0.0,43.3
ITM-0016387,ORD-2024-010111,PROD-0105,1,48.71,24.36,24.35
ITM-0016388,ORD-2024-010111,PROD-0042,3,227.01,102.15,578.88
ITM-0016389,ORD-2024-010111,PROD-0067,1,396.93,0.0,396.93
ITM-0016390,ORD-2022-010112,PROD-0021,1,59.09,0.0,59.09
ITM-0016391,ORD-2022-010112,PROD-0007,1,270.71,0.0,270.71
ITM-0016392,ORD-2022-010112,PROD-0061,1,45.82,0.0,45.82
ITM-0016393,ORD-2022-010113,PROD-0029,1,964.33,482.17,482.16
ITM-0016394,ORD-2022-010114,PROD-0108,1,190.86,95.43,95.43
ITM-0016395,ORD-2022-010114,PROD-0051,2,91.76,0.0,183.52
ITM-0016396,ORD-2022-010114,PROD-0048,1,52.23,0.0,52.23
ITM-0016397,ORD-2022-010114,PROD-0042,2,227.01,0.0,454.02
ITM-0016398,ORD-2022-010114,PROD-0104,1,36.2,0.0,36.2
ITM-0016399,ORD-2022-010115,PROD-0079,2,1257.72,0.0,2515.44
ITM-0016400,ORD-2023-010116,PROD-0072,1,109.03,0.0,109.03
ITM-0016401,ORD-2022-010117,PROD-0089,1,463.28,92.66,370.62
ITM-0016402,ORD-2022-010117,PROD-0036,1,69.89,0.0,69.89
ITM-0016403,ORD-2023-010118,PROD-0020,1,74.18,0.0,74.18
ITM-0016404,ORD-2023-010119,PROD-0081,1,681.24,0.0,681.24
ITM-0016405,ORD-2023-010119,PROD-0104,5,36.2,18.1,162.9
ITM-0016406,ORD-2023-010119,PROD-0022,1,1105.33,0.0,1105.33
ITM-0016407,ORD-2024-010120,PROD-0042,1,227.01,0.0,227.01
ITM-0016408,ORD-2024-010121,PROD-0040,2,141.98,0.0,283.96
ITM-0016409,ORD-2022-010122,PROD-0119,4,25.67,0.0,102.68
ITM-0016410,ORD-2024-010123,PROD-0035,1,472.52,0.0,472.52
ITM-0016411,ORD-2024-010123,PROD-0058,3,130.71,0.0,392.13
ITM-0016412,ORD-2022-010124,PROD-0042,1,227.01,34.05,192.96
ITM-0016413,ORD-2023-010125,PROD-0013,5,323.93,0.0,1619.65
ITM-0016414,ORD-2023-010125,PROD-0091,3,104.78,0.0,314.34
ITM-0016415,ORD-2023-010125,PROD-0009,1,84.16,0.0,84.16
ITM-0016416,ORD-2024-010126,PROD-0098,1,78.86,0.0,78.86
ITM-0016417,ORD-2024-010127,PROD-0025,1,123.97,12.4,111.57
ITM-0016418,ORD-2024-010127,PROD-0091,1,104.78,0.0,104.78
ITM-0016419,ORD-2022-010128,PROD-0066,1,345.79,51.87,293.92
ITM-0016420,ORD-2022-010128,PROD-0030,1,43.3,6.49,36.81
ITM-0016421,ORD-2022-010128,PROD-0065,1,712.15,0.0,712.15
ITM-0016422,ORD-2024-010129,PROD-0082,1,99.37,0.0,99.37
ITM-0016423,ORD-2023-010130,PROD-0100,5,1776.0,0.0,8880.0
ITM-0016424,ORD-2023-010131,PROD-0017,1,423.09,0.0,423.09
ITM-0016425,ORD-2022-010132,PROD-0025,1,123.97,0.0,123.97
ITM-0016426,ORD-2023-010133,PROD-0021,1,59.09,0.0,59.09
ITM-0016427,ORD-2022-010134,PROD-0067,2,396.93,0.0,793.86
ITM-0016428,ORD-2022-010134,PROD-0051,1,91.76,0.0,91.76
ITM-0016429,ORD-2022-010134,PROD-0023,1,72.17,0.0,72.17
ITM-0016430,ORD-2022-010135,PROD-0098,1,78.86,0.0,78.86
ITM-0016431,ORD-2024-010136,PROD-0033,1,131.78,0.0,131.78
ITM-0016432,ORD-2023-010137,PROD-0068,1,146.26,0.0,146.26
ITM-0016433,ORD-2023-010137,PROD-0002,1,68.46,0.0,68.46
ITM-0016434,ORD-2024-010138,PROD-0042,1,227.01,0.0,227.01
ITM-0016435,ORD-2024-010138,PROD-0033,1,131.78,0.0,131.78
ITM-0016436,ORD-2022-010139,PROD-0007,1,270.71,27.07,243.64
ITM-0016437,ORD-2023-010140,PROD-0110,1,79.62,7.96,71.66
ITM-0016438,ORD-2024-010141,PROD-0099,1,578.87,57.89,520.98
ITM-0016439,ORD-2022-010142,PROD-0071,1,600.46,60.05,540.41
ITM-0016440,ORD-2022-010143,PROD-0042,1,227.01,0.0,227.01
ITM-0016441,ORD-2023-010144,PROD-0079,2,1257.72,0.0,2515.44
ITM-0016442,ORD-2023-010144,PROD-0116,1,101.98,50.99,50.99
ITM-0016443,ORD-2024-010145,PROD-0009,2,84.16,0.0,168.32
ITM-0016444,ORD-2024-010145,PROD-0061,1,45.82,0.0,45.82
ITM-0016445,ORD-2024-010146,PROD-0009,1,84.16,12.62,71.54
ITM-0016446,ORD-2023-010147,PROD-0036,1,69.89,13.98,55.91
ITM-0016447,ORD-2023-010148,PROD-0030,1,43.3,0.0,43.3
ITM-0016448,ORD-2023-010148,PROD-0018,1,318.69,159.34,159.35
ITM-0016449,ORD-2022-010149,PROD-0034,5,141.01,0.0,705.05
ITM-0016450,ORD-2023-010150,PROD-0052,2,552.66,110.53,994.79
ITM-0016451,ORD-2023-010150,PROD-0024,1,615.71,0.0,615.71
ITM-0016452,ORD-2023-010150,PROD-0082,1,99.37,0.0,99.37
ITM-0016453,ORD-2022-010151,PROD-0091,1,104.78,0.0,104.78
ITM-0016454,ORD-2023-010152,PROD-0025,1,123.97,18.6,105.37
ITM-0016455,ORD-2023-010153,PROD-0104,1,36.2,0.0,36.2
ITM-0016456,ORD-2023-010154,PROD-0050,1,112.72,0.0,112.72
ITM-0016457,ORD-2023-010154,PROD-0004,1,976.94,146.54,830.4
ITM-0016458,ORD-2023-010154,PROD-0115,1,449.64,0.0,449.64
ITM-0016459,ORD-2024-010155,PROD-0078,1,379.23,0.0,379.23
ITM-0016460,ORD-2022-010156,PROD-0061,2,45.82,0.0,91.64
ITM-0016461,ORD-2022-010156,PROD-0079,1,1257.72,125.77,1131.95
ITM-0016462,ORD-2022-010157,PROD-0058,1,130.71,13.07,117.64
ITM-0016463,ORD-2024-010158,PROD-0082,1,99.37,0.0,99.37
ITM-0016464,ORD-2023-010159,PROD-0025,1,123.97,0.0,123.97
ITM-0016465,ORD-2023-010159,PROD-0030,3,43.3,12.99,116.91
ITM-0016466,ORD-2023-010159,PROD-0051,1,91.76,0.0,91.76
ITM-0016467,ORD-2023-010159,PROD-0051,1,91.76,0.0,91.76
ITM-0016468,ORD-2023-010159,PROD-0051,1,91.76,0.0,91.76
ITM-0016469,ORD-2023-010160,PROD-0002,5,68.46,0.0,342.3
ITM-0016470,ORD-2023-010160,PROD-0003,1,425.64,0.0,425.64
ITM-0016471,ORD-2024-010161,PROD-0008,1,33.25,3.33,29.92
ITM-0016472,ORD-2023-010162,PROD-0021,1,59.09,0.0,59.09
ITM-0016473,ORD-2024-010163,PROD-0051,1,91.76,13.76,78.0
ITM-0016474,ORD-2023-010164,PROD-0079,2,1257.72,0.0,2515.44
ITM-0016475,ORD-2023-010164,PROD-0072,1,109.03,0.0,109.03
ITM-0016476,ORD-2024-010165,PROD-0076,1,544.84,0.0,544.84
ITM-0016477,ORD-2024-010166,PROD-0048,1,52.23,0.0,52.23
ITM-0016478,ORD-2024-010166,PROD-0036,1,69.89,0.0,69.89
ITM-0016479,ORD-2024-010167,PROD-0119,1,25.67,12.84,12.83
ITM-0016480,ORD-2023-010168,PROD-0089,1,463.28,0.0,463.28
ITM-0016481,ORD-2023-010169,PROD-0088,1,57.65,0.0,57.65
ITM-0016482,ORD-2022-010170,PROD-0078,1,379.23,0.0,379.23
ITM-0016483,ORD-2024-010171,PROD-0034,1,141.01,21.15,119.86
ITM-0016484,ORD-2022-010172,PROD-0093,2,207.01,62.1,351.92
ITM-0016485,ORD-2024-010173,PROD-0024,1,615.71,0.0,615.71
ITM-0016486,ORD-2024-010174,PROD-0061,1,45.82,0.0,45.82
ITM-0016487,ORD-2023-010175,PROD-0082,1,99.37,0.0,99.37
ITM-0016488,ORD-2022-010176,PROD-0042,1,227.01,0.0,227.01
ITM-0016489,ORD-2022-010176,PROD-0071,1,600.46,0.0,600.46
ITM-0016490,ORD-2023-010177,PROD-0035,1,472.52,94.5,378.02
ITM-0016491,ORD-2023-010178,PROD-0078,1,379.23,0.0,379.23
ITM-0016492,ORD-2022-010179,PROD-0025,2,123.97,0.0,247.94
ITM-0016493,ORD-2022-010179,PROD-0073,2,29.99,0.0,59.98
ITM-0016494,ORD-2022-010179,PROD-0048,2,52.23,0.0,104.46
ITM-0016495,ORD-2024-010180,PROD-0042,1,227.01,0.0,227.01
ITM-0016496,ORD-2024-010181,PROD-0103,1,70.16,0.0,70.16
ITM-0016497,ORD-2024-010181,PROD-0053,3,136.39,61.38,347.79
