order_id,customer_id,order_date,ship_date,order_status,ship_mode
ORD-2023-014882,CUST-00907,2023-05-10,2023-05-12,Delivered,Express
ORD-2023-014883,CUST-02996,2023-12-20,2023-12-26,Delivered,Standard
ORD-2022-014884,CUST-01950,2022-05-24,2022-05-29,Delivered,Standard
ORD-2024-014885,CUST-03983,2024-12-05,2024-12-08,Returned,Standard
ORD-2024-014886,CUST-04312,2024-10-05,,Processing,Standard
ORD-2024-014887,CUST-00193,2024-02-10,2024-02-11,Delivered,Next Day
ORD-2023-014888,CUST-04814,2023-10-27,2023-10-30,Shipped,Standard
ORD-2022-014889,CUST-04606,2022-11-26,2022-12-03,Delivered,Standard
ORD-2023-014890,CUST-01463,2023-11-03,2023-11-05,Delivered,Express
ORD-2024-014891,CUST-03686,2024-11-12,2024-11-16,Shipped,Standard
ORD-2024-014892,CUST-00313,2024-03-25,2024-03-30,Delivered,Standard
ORD-2022-014893,CUST-03304,2022-09-22,2022-09-27,Delivered,Standard
ORD-2023-014894,CUST-04608,2023-05-09,2023-05-11,Delivered,Express
ORD-2022-014895,CUST-01981,2022-01-10,,Processing,Standard
ORD-2022-014896,CUST-01131,2022-03-20,2022-03-25,Delivered,Standard
ORD-2022-014897,CUST-04679,2022-01-11,2022-01-15,Delivered,Standard
ORD-2024-014898,CUST-03946,2024-12-13,2024-12-17,Delivered,Standard
ORD-2022-014899,CUST-02625,2022-12-19,2022-12-21,Delivered,Express
ORD-2024-014900,CUST-01133,2024-11-20,2024-11-26,Delivered,Standard
ORD-2022-014901,CUST-04850,2022-05-07,2022-05-13,Delivered,Standard
ORD-2024-014902,CUST-02492,2024-05-18,2024-05-21,Delivered,Standard
ORD-2024-014903,CUST-02487,2024-12-09,2024-12-16,Delivered,Standard
ORD-2024-014904,CUST-02684,2024-09-04,,Cancelled,Standard
ORD-2022-014905,CUST-03170,2022-10-14,2022-10-17,Delivered,Standard
ORD-2024-014906,CUST-01611,2024-01-11,2024-01-16,Delivered,Standard
ORD-2023-014907,CUST-02235,2023-12-24,2023-12-26,Delivered,Express
ORD-2022-014908,CUST-00673,2022-05-20,,Cancelled,Next Day
ORD-2023-014909,CUST-02980,2023-10-11,2023-10-15,Delivered,Standard
ORD-2023-014910,CUST-04522,2023-11-26,2023-11-28,Delivered,Express
ORD-2024-014911,CUST-01072,2024-05-23,2024-05-25,Delivered,Express
ORD-2023-014912,CUST-03434,2023-12-26,2023-12-29,Shipped,Standard
ORD-2024-014913,CUST-04011,2024-01-30,2024-02-02,Delivered,Standard
ORD-2023-014914,CUST-02336,2023-12-24,2023-12-26,Delivered,Express
ORD-2024-014915,CUST-04553,2024-10-12,2024-10-15,Delivered,Standard
ORD-2023-014916,CUST-03609,2023-11-07,2023-11-10,Delivered,Standard
ORD-2023-014917,CUST-00160,2023-12-07,2023-12-11,Delivered,Standard
ORD-2022-014918,CUST-03804,2022-07-22,2022-07-26,Delivered,Standard
ORD-2022-014919,CUST-03783,2022-12-27,2022-12-29,Returned,Express
ORD-2022-014920,CUST-01750,2022-06-04,2022-06-08,Delivered,Standard
ORD-2022-014921,CUST-02029,2022-10-30,2022-11-01,Delivered,Express
ORD-2023-014922,CUST-01247,2023-12-15,2023-12-17,Delivered,Express
ORD-2024-014923,CUST-03275,2024-09-11,,Cancelled,Standard
ORD-2022-014924,CUST-04489,2022-07-02,2022-07-08,Delivered,Standard
ORD-2024-014925,CUST-02543,2024-08-08,2024-08-15,Delivered,Standard
ORD-2024-014926,CUST-01923,2024-11-20,2024-11-24,Delivered,Standard
ORD-2024-014927,CUST-02414,2024-10-31,2024-11-07,Delivered,Standard
ORD-2024-014928,CUST-01954,2024-03-07,2024-03-11,Delivered,Standard
ORD-2024-014929,CUST-04899,2024-11-05,2024-11-08,Delivered,Standard
ORD-2022-014930,CUST-02335,2022-07-12,2022-07-13,Delivered,Next Day
ORD-2024-014931,CUST-02109,2024-08-11,2024-08-17,Returned,Standard
ORD-2023-014932,CUST-01671,2023-10-17,,Cancelled,Standard
ORD-2024-014933,CUST-04699,2024-11-02,2024-11-08,Delivered,Standard
ORD-2023-014934,CUST-04428,2023-03-04,2023-03-11,Delivered,Standard
ORD-2024-014935,CUST-01585,2024-10-24,2024-10-26,Delivered,Express
ORD-2024-014936,CUST-03145,2024-05-22,2024-05-28,Delivered,Standard
ORD-2023-014937,CUST-04415,2023-06-12,2023-06-14,Delivered,Express
ORD-2022-014938,CUST-02360,2022-11-17,2022-11-19,Delivered,Express
ORD-2022-014939,CUST-00134,2022-07-17,2022-07-20,Delivered,Standard
ORD-2022-014940,CUST-01094,2022-10-22,2022-10-24,Delivered,Express
ORD-2022-014941,CUST-04772,2022-04-08,2022-04-13,Delivered,Standard
ORD-2024-014942,CUST-04824,2024-12-25,2024-12-28,Delivered,Standard
ORD-2024-014943,CUST-00590,2024-11-09,2024-11-10,Delivered,Next Day
ORD-2023-014944,CUST-03126,2023-05-26,2023-06-02,Delivered,Standard
ORD-2023-014945,CUST-04243,2023-11-26,2023-11-28,Shipped,Express
ORD-2024-014946,CUST-01382,2024-10-08,2024-10-15,Delivered,Standard
ORD-2024-014947,CUST-04869,2024-12-03,2024-12-05,Delivered,Express
ORD-2023-014948,CUST-02081,2023-02-09,2023-02-10,Delivered,Next Day
ORD-2023-014949,CUST-02014,2023-09-06,2023-09-08,Delivered,Express
ORD-2022-014950,CUST-02374,2022-08-31,,Processing,Standard
ORD-2023-014951,CUST-03876,2023-03-15,2023-03-20,Delivered,Standard
ORD-2022-014952,CUST-00080,2022-01-20,2022-01-27,Delivered,Standard
ORD-2022-014953,CUST-00309,2022-11-24,2022-11-28,Delivered,Standard
ORD-2022-014954,CUST-02811,2022-11-16,2022-11-18,Delivered,Express
ORD-2023-014955,CUST-03116,2023-11-03,2023-11-08,Shipped,Standard
ORD-2022-014956,CUST-04436,2022-11-13,2022-11-14,Delivered,Next Day
ORD-2024-014957,CUST-03319,2024-10-08,2024-10-15,Delivered,Standard
ORD-2024-014958,CUST-00149,2024-07-13,2024-07-15,Delivered,Express
ORD-2022-014959,CUST-02178,2022-03-05,2022-03-09,Delivered,Standard
ORD-2022-014960,CUST-00893,2022-11-26,2022-11-27,Delivered,Next Day
ORD-2023-014961,CUST-02178,2023-12-24,2023-12-31,Delivered,Standard
ORD-2024-014962,CUST-04716,2024-12-14,2024-12-19,Delivered,Standard
ORD-2023-014963,CUST-04263,2023-02-13,2023-02-15,Delivered,Express
ORD-2023-014964,CUST-02601,2023-07-02,2023-07-03,Delivered,Next Day
ORD-2023-014965,CUST-03746,2023-10-15,2023-10-16,Delivered,Next Day
ORD-2024-014966,CUST-03523,2024-08-24,2024-08-26,Delivered,Express
ORD-2024-014967,CUST-04760,2024-10-17,2024-10-18,Delivered,Next Day
ORD-2023-014968,CUST-01924,2023-09-13,2023-09-15,Delivered,Express
ORD-2024-014969,CUST-03643,2024-10-14,2024-10-16,Delivered,Express
ORD-2023-014970,CUST-01929,2023-05-17,2023-05-21,Delivered,Standard
ORD-2022-014971,CUST-00597,2022-10-26,2022-10-30,Delivered,Standard
ORD-2024-014972,CUST-00711,2024-10-01,2024-10-07,Delivered,Standard
ORD-2022-014973,CUST-00745,2022-12-16,2022-12-20,Shipped,Standard
ORD-2023-014974,CUST-03901,2023-08-02,2023-08-08,Delivered,Standard
ORD-2023-014975,CUST-02613,2023-12-22,2023-12-25,Delivered,Standard
ORD-2022-014976,CUST-01209,2022-10-26,2022-10-30,Delivered,Standard
ORD-2022-014977,CUST-01458,2022-12-13,2022-12-14,Delivered,Next Day
ORD-2022-014978,CUST-03108,2022-01-22,2022-01-29,Delivered,Standard
ORD-2023-014979,CUST-04741,2023-11-24,2023-12-01,Delivered,Standard
ORD-2024-014980,CUST-04752,2024-04-22,2024-04-24,Delivered,Express
ORD-2022-014981,CUST-04812,2022-06-08,2022-06-13,Delivered,Standard
ORD-2024-014982,CUST-01426,2024-10-16,2024-10-23,Delivered,Standard
ORD-2023-014983,CUST-04572,2023-05-26,2023-06-02,Delivered,Standard
ORD-2023-014984,CUST-02587,2023-01-09,2023-01-16,Delivered,Standard
ORD-2024-014985,CUST-04026,2024-02-15,2024-02-22,Delivered,Standard
ORD-2024-014986,CUST-01409,2024-04-15,2024-04-16,Delivered,Next Day
ORD-2022-014987,CUST-04124,2022-03-31,2022-04-03,Delivered,Standard
ORD-2023-014988,CUST-04037,2023-08-30,2023-09-02,Delivered,Standard
ORD-2022-014989,CUST-00349,2022-12-27,2022-12-29,Delivered,Express
ORD-2023-014990,CUST-03033,2023-11-20,2023-11-27,Delivered,Standard
ORD-2022-014991,CUST-02005,2022-07-25,2022-07-28,Delivered,Standard
ORD-2022-014992,CUST-02731,2022-11-12,2022-11-13,Delivered,Next Day
ORD-2024-014993,CUST-03411,2024-05-26,2024-06-01,Delivered,Standard
ORD-2023-014994,CUST-02146,2023-07-28,2023-08-03,Returned,Standard
ORD-2024-014995,CUST-01231,2024-11-06,2024-11-10,Delivered,Standard
ORD-2022-014996,CUST-03970,2022-06-27,2022-06-29,Delivered,Express
ORD-2023-014997,CUST-01670,2023-01-03,2023-01-08,Delivered,Standard
ORD-2022-014998,CUST-02887,2022-02-04,2022-02-06,Delivered,Express
ORD-2023-014999,CUST-04904,2023-02-02,2023-02-07,Delivered,Standard
ORD-2022-015000,CUST-03831,2022-05-12,2022-05-15,Delivered,Standard
ORD-2023-015001,CUST-02474,2023-07-01,2023-07-06,Delivered,Standard
ORD-2024-015002,CUST-02872,2024-07-30,2024-08-03,Returned,Standard
ORD-2022-015003,CUST-00670,2022-07-16,2022-07-22,Delivered,Standard
ORD-2024-015004,CUST-03471,2024-11-07,2024-11-11,Delivered,Standard
ORD-2024-015005,CUST-01851,2024-11-20,2024-11-25,Delivered,Standard
ORD-2023-015006,CUST-02320,2023-12-19,2023-12-25,Delivered,Standard
ORD-2022-015007,CUST-01424,2022-07-07,2022-07-12,Delivered,Standard
ORD-2024-015008,CUST-00446,2024-07-28,2024-08-03,Delivered,Standard
ORD-2023-015009,CUST-00242,2023-11-10,2023-11-16,Delivered,Standard
ORD-2024-015010,CUST-02695,2024-09-27,2024-09-30,Delivered,Standard
ORD-2022-015011,CUST-02257,2022-01-25,2022-01-31,Delivered,Standard
ORD-2023-015012,CUST-00253,2023-12-03,2023-12-07,Delivered,Standard
ORD-2023-015013,CUST-01133,2023-12-16,2023-12-23,Delivered,Standard
ORD-2022-015014,CUST-02034,2022-11-02,2022-11-09,Delivered,Standard
ORD-2022-015015,CUST-01088,2022-06-16,2022-06-19,Delivered,Standard
ORD-2023-015016,CUST-02622,2023-06-10,2023-06-17,Shipped,Standard
ORD-2022-015017,CUST-02336,2022-04-16,2022-04-18,Delivered,Express
ORD-2022-015018,CUST-04123,2022-04-09,2022-04-10,Delivered,Next Day
ORD-2023-015019,CUST-02135,2023-10-16,2023-10-18,Delivered,Express
ORD-2023-015020,CUST-00613,2023-11-06,2023-11-07,Delivered,Next Day
ORD-2024-015021,CUST-04341,2024-11-26,2024-11-29,Shipped,Standard
ORD-2022-015022,CUST-04514,2022-04-20,2022-04-26,Delivered,Standard
ORD-2024-015023,CUST-02295,2024-09-26,,Cancelled,Standard
ORD-2023-015024,CUST-02006,2023-04-10,2023-04-15,Returned,Standard
ORD-2022-015025,CUST-04114,2022-09-24,2022-09-28,Delivered,Standard
ORD-2022-015026,CUST-00568,2022-05-10,2022-05-14,Shipped,Standard
ORD-2023-015027,CUST-02559,2023-07-26,2023-07-27,Delivered,Next Day
ORD-2024-015028,CUST-01886,2024-03-23,,Cancelled,Standard
ORD-2024-015029,CUST-01709,2024-01-25,2024-01-30,Delivered,Standard
ORD-2023-015030,CUST-04130,2023-12-07,2023-12-13,Shipped,Standard
ORD-2022-015031,CUST-04360,2022-01-07,,Processing,Standard
ORD-2022-015032,CUST-03937,2022-09-08,2022-09-14,Shipped,Standard
ORD-2024-015033,CUST-03479,2024-11-15,2024-11-16,Shipped,Next Day
ORD-2022-015034,CUST-01027,2022-10-02,2022-10-04,Delivered,Express
ORD-2022-015035,CUST-03406,2022-07-02,2022-07-05,Delivered,Standard
ORD-2023-015036,CUST-03434,2023-03-30,2023-03-31,Delivered,Next Day
ORD-2023-015037,CUST-01209,2023-10-02,2023-10-04,Shipped,Express
ORD-2024-015038,CUST-04632,2024-11-20,2024-11-26,Delivered,Standard
ORD-2023-015039,CUST-03327,2023-11-20,2023-11-22,Delivered,Express
ORD-2022-015040,CUST-00531,2022-10-19,2022-10-21,Delivered,Express
ORD-2023-015041,CUST-04332,2023-06-10,2023-06-15,Delivered,Standard
ORD-2022-015042,CUST-01754,2022-12-12,2022-12-17,Delivered,Standard
ORD-2024-015043,CUST-03131,2024-10-18,2024-10-24,Delivered,Standard
ORD-2023-015044,CUST-00308,2023-04-17,2023-04-19,Delivered,Express
ORD-2023-015045,CUST-04492,2023-01-24,2023-01-29,Delivered,Standard
ORD-2022-015046,CUST-00126,2022-02-21,2022-02-24,Delivered,Standard
ORD-2023-015047,CUST-00571,2023-11-11,2023-11-15,Delivered,Standard
ORD-2024-015048,CUST-00838,2024-04-30,,Cancelled,Express
ORD-2022-015049,CUST-00680,2022-02-07,2022-02-13,Delivered,Standard
ORD-2024-015050,CUST-04178,2024-11-05,2024-11-06,Delivered,Next Day
ORD-2023-015051,CUST-03596,2023-10-11,2023-10-14,Delivered,Standard
ORD-2023-015052,CUST-02069,2023-06-30,2023-07-03,Delivered,Standard
ORD-2024-015053,CUST-03157,2024-10-13,,Processing,Next Day
ORD-2024-015054,CUST-03438,2024-10-30,,Processing,Express
ORD-2022-015055,CUST-04201,2022-05-20,2022-05-24,Delivered,Standard
ORD-2022-015056,CUST-03307,2022-02-10,2022-02-14,Delivered,Standard
ORD-2023-015057,CUST-02059,2023-11-19,2023-11-24,Delivered,Standard
ORD-2023-015058,CUST-04786,2023-06-15,2023-06-16,Delivered,Next Day
ORD-2022-015059,CUST-02603,2022-11-19,2022-11-20,Delivered,Next Day
ORD-2022-015060,CUST-03596,2022-10-26,2022-10-29,Delivered,Standard
ORD-2024-015061,CUST-04506,2024-05-15,2024-05-18,Delivered,Standard
ORD-2022-015062,CUST-04419,2022-11-18,2022-11-24,Delivered,Standard
ORD-2024-015063,CUST-03257,2024-09-18,,Cancelled,Next Day
ORD-2022-015064,CUST-00599,2022-12-24,2022-12-26,Delivered,Express
ORD-2022-015065,CUST-04017,2022-10-03,2022-10-05,Delivered,Express
ORD-2023-015066,CUST-01032,2023-04-17,2023-04-20,Delivered,Standard
ORD-2024-015067,CUST-00235,2024-10-18,2024-10-20,Delivered,Express
ORD-2023-015068,CUST-03966,2023-11-27,2023-12-02,Delivered,Standard
ORD-2022-015069,CUST-03006,2022-02-11,2022-02-17,Delivered,Standard
ORD-2024-015070,CUST-04463,2024-10-06,2024-10-07,Shipped,Next Day
ORD-2023-015071,CUST-03884,2023-11-21,2023-11-23,Delivered,Express
ORD-2024-015072,CUST-03070,2024-10-11,2024-10-13,Shipped,Express
ORD-2024-015073,CUST-00254,2024-12-11,2024-12-15,Delivered,Standard
ORD-2022-015074,CUST-01869,2022-08-06,2022-08-12,Delivered,Standard
ORD-2022-015075,CUST-01716,2022-04-14,2022-04-16,Delivered,Express
ORD-2024-015076,CUST-02478,2024-06-10,2024-06-11,Delivered,Next Day
ORD-2024-015077,CUST-02811,2024-03-14,,Cancelled,Express
ORD-2023-015078,CUST-03940,2023-07-27,2023-07-29,Delivered,Express
ORD-2023-015079,CUST-01538,2023-11-10,2023-11-13,Delivered,Standard
ORD-2023-015080,CUST-02360,2023-10-28,2023-10-31,Delivered,Standard
ORD-2024-015081,CUST-03625,2024-11-05,2024-11-12,Delivered,Standard
ORD-2023-015082,CUST-00479,2023-10-12,2023-10-14,Delivered,Express
ORD-2024-015083,CUST-01098,2024-10-24,2024-10-30,Delivered,Standard
ORD-2022-015084,CUST-00550,2022-12-27,2022-12-31,Delivered,Standard
ORD-2024-015085,CUST-04895,2024-09-17,2024-09-19,Delivered,Express
ORD-2023-015086,CUST-03465,2023-10-05,2023-10-08,Delivered,Standard
ORD-2023-015087,CUST-04886,2023-05-06,2023-05-13,Delivered,Standard
ORD-2022-015088,CUST-00803,2022-12-26,2023-01-02,Delivered,Standard
ORD-2022-015089,CUST-01474,2022-06-08,2022-06-14,Delivered,Standard
ORD-2024-015090,CUST-03489,2024-06-06,2024-06-11,Delivered,Standard
ORD-2024-015091,CUST-02371,2024-10-04,2024-10-05,Delivered,Next Day
ORD-2023-015092,CUST-04748,2023-11-11,2023-11-15,Delivered,Standard
ORD-2024-015093,CUST-02730,2024-07-18,2024-07-19,Delivered,Next Day
ORD-2022-015094,CUST-00067,2022-10-02,2022-10-06,Delivered,Standard
ORD-2023-015095,CUST-02748,2023-07-18,2023-07-20,Delivered,Express
ORD-2022-015096,CUST-03499,2022-10-26,,Cancelled,Standard
ORD-2022-015097,CUST-02480,2022-11-26,2022-11-30,Delivered,Standard
ORD-2023-015098,CUST-03159,2023-01-29,2023-01-31,Delivered,Express
ORD-2023-015099,CUST-02603,2023-06-08,2023-06-15,Delivered,Standard
ORD-2022-015100,CUST-03250,2022-10-20,2022-10-24,Delivered,Standard
ORD-2022-015101,CUST-03970,2022-09-11,2022-09-17,Delivered,Standard
ORD-2023-015102,CUST-03523,2023-05-20,2023-05-27,Delivered,Standard
ORD-2022-015103,CUST-01358,2022-04-26,2022-04-29,Delivered,Standard
ORD-2024-015104,CUST-00966,2024-10-04,2024-10-09,Shipped,Standard
ORD-2022-015105,CUST-04504,2022-03-08,2022-03-10,Delivered,Express
ORD-2022-015106,CUST-01901,2022-08-30,2022-09-02,Delivered,Standard
ORD-2024-015107,CUST-03123,2024-01-16,2024-01-18,Shipped,Express
ORD-2024-015108,CUST-00162,2024-07-02,2024-07-07,Delivered,Standard
ORD-2023-015109,CUST-03523,2023-09-24,2023-09-27,Delivered,Standard
ORD-2023-015110,CUST-00575,2023-01-25,,Processing,Standard
ORD-2024-015111,CUST-00672,2024-12-20,2024-12-26,Delivered,Standard
ORD-2023-015112,CUST-01946,2023-11-29,2023-12-01,Delivered,Express
ORD-2024-015113,CUST-02672,2024-06-12,2024-06-15,Delivered,Standard
ORD-2024-015114,CUST-00287,2024-10-24,2024-10-25,Delivered,Next Day
ORD-2023-015115,CUST-00637,2023-06-25,2023-06-27,Delivered,Express
ORD-2022-015116,CUST-04549,2022-12-04,2022-12-06,Delivered,Express
ORD-2024-015117,CUST-02314,2024-02-29,2024-03-07,Delivered,Standard
ORD-2022-015118,CUST-03434,2022-09-04,2022-09-06,Delivered,Express
ORD-2022-015119,CUST-01004,2022-11-27,2022-12-01,Delivered,Standard
ORD-2022-015120,CUST-03668,2022-11-14,2022-11-16,Delivered,Express
ORD-2023-015121,CUST-03674,2023-02-18,2023-02-25,Delivered,Standard
ORD-2024-015122,CUST-01544,2024-12-16,2024-12-20,Delivered,Standard
ORD-2024-015123,CUST-00987,2024-11-24,2024-12-01,Delivered,Standard
ORD-2022-015124,CUST-01077,2022-08-01,2022-08-07,Delivered,Standard
ORD-2023-015125,CUST-04939,2023-10-05,2023-10-11,Delivered,Standard
ORD-2024-015126,CUST-02497,2024-10-02,2024-10-04,Delivered,Express
ORD-2023-015127,CUST-03120,2023-12-09,2023-12-12,Delivered,Standard
ORD-2023-015128,CUST-04305,2023-02-17,2023-02-19,Delivered,Express
ORD-2023-015129,CUST-00816,2023-01-26,2023-02-02,Delivered,Standard
ORD-2024-015130,CUST-03772,2024-09-07,2024-09-13,Delivered,Standard
ORD-2023-015131,CUST-04341,2023-12-26,2023-12-29,Delivered,Standard
ORD-2023-015132,CUST-00827,2023-03-30,2023-03-31,Delivered,Next Day
ORD-2022-015133,CUST-03867,2022-07-27,2022-08-01,Delivered,Standard
ORD-2024-015134,CUST-00668,2024-03-28,,Processing,Standard
ORD-2023-015135,CUST-01992,2023-07-19,2023-07-26,Delivered,Standard
ORD-2024-015136,CUST-00906,2024-01-10,2024-01-12,Delivered,Express
ORD-2024-015137,CUST-03448,2024-12-24,2024-12-25,Delivered,Next Day
ORD-2024-015138,CUST-03728,2024-11-13,2024-11-17,Delivered,Standard
ORD-2023-015139,CUST-03464,2023-12-31,2024-01-05,Delivered,Standard
ORD-2023-015140,CUST-03569,2023-12-27,2023-12-29,Delivered,Express
ORD-2022-015141,CUST-00030,2022-11-11,2022-11-13,Delivered,Express
ORD-2024-015142,CUST-04009,2024-11-10,2024-11-11,Delivered,Next Day
ORD-2022-015143,CUST-01070,2022-12-15,2022-12-16,Delivered,Next Day
ORD-2023-015144,CUST-01246,2023-03-02,2023-03-05,Delivered,Standard
ORD-2022-015145,CUST-02843,2022-01-20,2022-01-23,Delivered,Standard
ORD-2023-015146,CUST-01277,2023-10-06,2023-10-08,Delivered,Express
ORD-2023-015147,CUST-02731,2023-11-08,2023-11-10,Shipped,Express
ORD-2023-015148,CUST-00655,2023-10-03,2023-10-05,Delivered,Express
ORD-2023-015149,CUST-04888,2023-11-08,2023-11-13,Delivered,Standard
ORD-2023-015150,CUST-03070,2023-09-25,2023-09-30,Delivered,Standard
ORD-2024-015151,CUST-03513,2024-04-13,2024-04-15,Delivered,Express
ORD-2024-015152,CUST-03625,2024-05-18,2024-05-25,Delivered,Standard
ORD-2023-015153,CUST-04077,2023-05-31,2023-06-02,Delivered,Express
ORD-2022-015154,CUST-04137,2022-12-11,2022-12-17,Delivered,Standard
ORD-2024-015155,CUST-03902,2024-09-20,2024-09-25,Delivered,Standard
ORD-2022-015156,CUST-01938,2022-07-13,2022-07-17,Delivered,Standard
ORD-2024-015157,CUST-04477,2024-12-26,2024-12-28,Delivered,Express
ORD-2023-015158,CUST-00172,2023-12-19,2023-12-23,Delivered,Standard
ORD-2022-015159,CUST-02158,2022-10-17,2022-10-22,Delivered,Standard
ORD-2023-015160,CUST-01725,2023-07-30,2023-08-02,Returned,Standard
ORD-2022-015161,CUST-03897,2022-10-22,2022-10-29,Delivered,Standard
ORD-2023-015162,CUST-01021,2023-07-10,2023-07-14,Delivered,Standard
ORD-2023-015163,CUST-03727,2023-07-24,2023-07-28,Delivered,Standard
ORD-2022-015164,CUST-03317,2022-02-08,2022-02-13,Shipped,Standard
ORD-2022-015165,CUST-00118,2022-08-23,2022-08-27,Delivered,Standard
ORD-2022-015166,CUST-01316,2022-06-04,2022-06-05,Delivered,Next Day
ORD-2023-015167,CUST-04091,2023-09-07,2023-09-10,Delivered,Standard
ORD-2022-015168,CUST-02611,2022-05-30,2022-06-01,Delivered,Express
ORD-2022-015169,CUST-02601,2022-12-21,2022-12-28,Shipped,Standard
ORD-2023-015170,CUST-03126,2023-05-01,2023-05-06,Delivered,Standard
ORD-2024-015171,CUST-01206,2024-06-13,2024-06-20,Delivered,Standard
ORD-2023-015172,CUST-00983,2023-07-28,2023-08-04,Delivered,Standard
ORD-2023-015173,CUST-01083,2023-12-02,2023-12-09,Shipped,Standard
ORD-2022-015174,CUST-03479,2022-09-20,2022-09-27,Delivered,Standard
ORD-2024-015175,CUST-01346,2024-10-06,2024-10-10,Delivered,Standard
ORD-2022-015176,CUST-03072,2022-01-17,2022-01-18,Shipped,Next Day
ORD-2023-015177,CUST-04187,2023-11-14,2023-11-20,Delivered,Standard
ORD-2024-015178,CUST-03620,2024-11-25,2024-11-30,Shipped,Standard
ORD-2024-015179,CUST-04784,2024-02-24,2024-02-26,Shipped,Express
ORD-2022-015180,CUST-01763,2022-12-26,2022-12-30,Delivered,Standard
ORD-2023-015181,CUST-01028,2023-05-01,2023-05-07,Delivered,Standard
ORD-2023-015182,CUST-04346,2023-12-13,2023-12-14,Delivered,Next Day
ORD-2023-015183,CUST-00264,2023-11-10,2023-11-11,Delivered,Next Day
ORD-2023-015184,CUST-04082,2023-04-20,2023-04-24,Delivered,Standard
ORD-2022-015185,CUST-04112,2022-07-08,2022-07-13,Delivered,Standard
ORD-2022-015186,CUST-01098,2022-10-07,2022-10-14,Delivered,Standard
ORD-2022-015187,CUST-04552,2022-03-14,2022-03-19,Delivered,Standard
ORD-2022-015188,CUST-01577,2022-10-27,2022-10-31,Delivered,Standard
ORD-2024-015189,CUST-04559,2024-08-15,2024-08-21,Delivered,Standard
ORD-2023-015190,CUST-01397,2023-02-19,2023-02-25,Delivered,Standard
ORD-2023-015191,CUST-01035,2023-09-22,,Cancelled,Next Day
ORD-2023-015192,CUST-02860,2023-11-15,2023-11-18,Delivered,Standard
ORD-2022-015193,CUST-02833,2022-12-30,2023-01-01,Delivered,Express
ORD-2024-015194,CUST-00712,2024-06-30,2024-07-07,Shipped,Standard
ORD-2023-015195,CUST-04635,2023-11-08,2023-11-15,Delivered,Standard
ORD-2022-015196,CUST-02682,2022-12-13,2022-12-17,Delivered,Standard
ORD-2024-015197,CUST-01530,2024-01-02,2024-01-04,Delivered,Express
ORD-2024-015198,CUST-03338,2024-12-22,2024-12-23,Delivered,Next Day
ORD-2022-015199,CUST-04074,2022-05-26,2022-05-28,Delivered,Express
ORD-2023-015200,CUST-01329,2023-07-25,2023-07-28,Delivered,Standard
ORD-2023-015201,CUST-00208,2023-08-24,2023-08-30,Delivered,Standard
ORD-2024-015202,CUST-00654,2024-08-17,2024-08-21,Delivered,Standard
ORD-2022-015203,CUST-04645,2022-05-16,2022-05-22,Delivered,Standard
ORD-2024-015204,CUST-03734,2024-11-22,2024-11-27,Delivered,Standard
ORD-2022-015205,CUST-03907,2022-02-18,,Cancelled,Standard
ORD-2023-015206,CUST-00369,2023-10-12,2023-10-17,Delivered,Standard
ORD-2022-015207,CUST-03827,2022-03-18,2022-03-24,Delivered,Standard
ORD-2022-015208,CUST-01986,2022-10-15,2022-10-17,Delivered,Express
ORD-2024-015209,CUST-00529,2024-09-01,,Cancelled,Standard
ORD-2022-015210,CUST-01970,2022-01-14,2022-01-19,Delivered,Standard
ORD-2024-015211,CUST-03629,2024-10-30,2024-11-02,Delivered,Standard
ORD-2023-015212,CUST-04413,2023-02-28,2023-03-06,Delivered,Standard
ORD-2024-015213,CUST-04781,2024-04-24,2024-04-29,Delivered,Standard
ORD-2024-015214,CUST-02110,2024-10-14,,Cancelled,Standard
ORD-2024-015215,CUST-02735,2024-11-15,2024-11-22,Delivered,Standard
ORD-2022-015216,CUST-02845,2022-10-06,2022-10-12,Delivered,Standard
ORD-2024-015217,CUST-03222,2024-07-28,2024-08-02,Returned,Standard
ORD-2023-015218,CUST-00502,2023-05-10,2023-05-16,Delivered,Standard
ORD-2022-015219,CUST-02021,2022-12-25,2022-12-28,Delivered,Standard
ORD-2022-015220,CUST-02043,2022-11-12,,Cancelled,Standard
ORD-2022-015221,CUST-03705,2022-08-22,2022-08-26,Delivered,Standard
ORD-2022-015222,CUST-02221,2022-11-17,2022-11-21,Delivered,Standard
ORD-2022-015223,CUST-04911,2022-09-07,2022-09-11,Delivered,Standard
ORD-2023-015224,CUST-02164,2023-12-24,2023-12-31,Delivered,Standard
ORD-2022-015225,CUST-02723,2022-09-08,2022-09-10,Delivered,Express
ORD-2022-015226,CUST-04091,2022-12-24,2022-12-25,Delivered,Next Day
ORD-2024-015227,CUST-00806,2024-10-15,2024-10-16,Delivered,Next Day
ORD-2022-015228,CUST-02718,2022-12-21,2022-12-24,Delivered,Standard
ORD-2022-015229,CUST-04618,2022-12-17,2022-12-19,Delivered,Express
ORD-2024-015230,CUST-04503,2024-04-26,2024-04-27,Delivered,Next Day
ORD-2024-015231,CUST-03122,2024-11-10,2024-11-17,Delivered,Standard
ORD-2022-015232,CUST-03988,2022-10-29,,Cancelled,Standard
ORD-2022-015233,CUST-00585,2022-11-20,2022-11-25,Delivered,Standard
ORD-2024-015234,CUST-02734,2024-05-23,2024-05-24,Delivered,Next Day
